"rodada","mandante","gols.mandante","gols.visitante","visitante","estadio","data","hora"
1,"Cruzeiro - MG","0","1","Grêmio - RS","Mineirão - MG","14/04/2018","16:00"
1,"Vitória - BA","2","2","Flamengo - RJ","Manoel Barradas - BA","14/04/2018","19:00"
1,"Santos - SP","2","0","Ceará - CE","Pacaembu - SP","14/04/2018","21:00"
1,"America Fc - MG","3","0","Sport - PE","Independência - MG","15/04/2018","11:00"
1,"Vasco da Gama - RJ","2","1","Atlético - MG","São Januário - RJ","15/04/2018","16:00"
1,"Corinthians - SP","2","1","Fluminense - RJ","Arena Corinthians - SP","15/04/2018","16:00"
1,"Internacional - RS","2","0","Bahia - BA","Beira-Rio - RS","15/04/2018","16:00"
1,"Athletico Paranaense - PR","5","1","Chapecoense - SC","Arena da Baixada - PR","15/04/2018","19:00"
1,"Botafogo - RJ","1","1","Palmeiras - SP","Nilton Santos - RJ","16/04/2018","20:00"
1,"São Paulo - SP","1","0","Paraná - PR","Morumbi - SP","16/04/2018","20:00"
2,"Bahia - BA","1","0","Santos - SP","Arena Fonte Nova - BA","21/04/2018","16:00"
2,"Flamengo - RJ","2","0","America Fc - MG","Maracanã - RJ","21/04/2018","19:00"
2,"Paraná - PR","0","4","Corinthians - SP","Durival Britto - PR","22/04/2018","11:00"
2,"Chapecoense - SC","1","1","Vasco da Gama - RJ","Arena Condá - SC","22/04/2018","16:00"
2,"Fluminense - RJ","1","0","Cruzeiro - MG","Maracanã - RJ","22/04/2018","16:00"
2,"Ceará - CE","0","0","São Paulo - SP","Arena Castelão - CE","22/04/2018","16:00"
2,"Palmeiras - SP","1","0","Internacional - RS","Pacaembu - SP","22/04/2018","16:00"
2,"Atlético - MG","2","1","Vitória - BA","Independência - MG","22/04/2018","16:00"
2,"Grêmio - RS","0","0","Athletico Paranaense - PR","Arena do Grêmio - RS","22/04/2018","19:00"
2,"Sport - PE","1","1","Botafogo - RJ","Ilha do Retiro - PE","23/04/2018","20:00"
3,"Botafogo - RJ","2","1","Grêmio - RS","Nilton Santos - RJ","28/04/2018","16:00"
3,"Palmeiras - SP","0","0","Chapecoense - SC","Allianz Parque - SP","29/04/2018","16:00"
3,"Ceará - CE","0","3","Flamengo - RJ","Arena Castelão - CE","29/04/2018","16:00"
3,"Bahia - BA","0","0","Athletico Paranaense - PR","Arena Fonte Nova - BA","29/04/2018","16:00"
3,"Fluminense - RJ","1","1","São Paulo - SP","Maracanã - RJ","29/04/2018","16:00"
3,"Paraná - PR","1","2","Sport - PE","Durival Britto - PR","29/04/2018","16:00"
3,"Atlético - MG","1","0","Corinthians - SP","Independência - MG","29/04/2018","16:00"
3,"Internacional - RS","0","0","Cruzeiro - MG","Beira-Rio - RS","29/04/2018","19:00"
3,"America Fc - MG","2","1","Vitória - BA","Independência - MG","30/04/2018","20:00"
3,"Santos - SP","1","1","Vasco da Gama - RJ","Pacaembu - SP","27/09/2018","20:00"
4,"Vasco da Gama - RJ","4","1","America Fc - MG","São Januário - RJ","05/05/2018","19:00"
4,"São Paulo - SP","2","2","Atlético - MG","Morumbi - SP","05/05/2018","19:00"
4,"Corinthians - SP","1","1","Ceará - CE","Arena Corinthians - SP","06/05/2018","11:00"
4,"Flamengo - RJ","2","0","Internacional - RS","Maracanã - RJ","06/05/2018","16:00"
4,"Vitória - BA","1","2","Fluminense - RJ","Manoel Barradas - BA","06/05/2018","16:00"
4,"Athletico Paranaense - PR","1","3","Palmeiras - SP","Arena da Baixada - PR","06/05/2018","16:00"
4,"Cruzeiro - MG","1","0","Botafogo - RJ","Mineirão - MG","06/05/2018","16:00"
4,"Sport - PE","2","0","Bahia - BA","Ilha do Retiro - PE","06/05/2018","19:00"
4,"Grêmio - RS","5","1","Santos - SP","Arena do Grêmio - RS","06/05/2018","19:00"
4,"Chapecoense - SC","1","1","Paraná - PR","Arena Condá - SC","07/05/2018","20:00"
5,"Grêmio - RS","0","0","Internacional - RS","Arena do Grêmio - RS","12/05/2018","16:00"
5,"Cruzeiro - MG","2","0","Sport - PE","Mineirão - MG","13/05/2018","11:00"
5,"Athletico Paranaense - PR","1","2","Atlético - MG","Arena da Baixada - PR","13/05/2018","16:00"
5,"Chapecoense - SC","3","2","Flamengo - RJ","Arena Condá - SC","13/05/2018","16:00"
5,"Bahia - BA","2","2","São Paulo - SP","Arena Fonte Nova - BA","13/05/2018","16:00"
5,"Vasco da Gama - RJ","2","3","Vitória - BA","São Januário - RJ","13/05/2018","16:00"
5,"Corinthians - SP","1","0","Palmeiras - SP","Arena Corinthians - SP","13/05/2018","16:00"
5,"Santos - SP","3","1","Paraná - PR","Vila Belmiro - SP","13/05/2018","19:00"
5,"Ceará - CE","2","2","America Fc - MG","Arena Castelão - CE","14/05/2018","20:00"
5,"Botafogo - RJ","2","1","Fluminense - RJ","Nilton Santos - RJ","14/05/2018","20:00"
6,"Atlético - MG","1","0","Cruzeiro - MG","Independência - MG","19/05/2018","16:00"
6,"Flamengo - RJ","1","1","Vasco da Gama - RJ","Maracanã - RJ","19/05/2018","19:00"
6,"Palmeiras - SP","3","0","Bahia - BA","Allianz Parque - SP","19/05/2018","21:00"
6,"Vitória - BA","2","1","Ceará - CE","Manoel Barradas - BA","20/05/2018","11:00"
6,"Paraná - PR","0","0","Grêmio - RS","Durival Britto - PR","20/05/2018","16:00"
6,"America Fc - MG","1","0","Botafogo - RJ","Independência - MG","20/05/2018","16:00"
6,"São Paulo - SP","1","0","Santos - SP","Morumbi - SP","20/05/2018","16:00"
6,"Sport - PE","1","1","Corinthians - SP","Arena Pernambuco - PE","20/05/2018","16:00"
6,"Fluminense - RJ","2","0","Athletico Paranaense - PR","Maracanã - RJ","20/05/2018","19:00"
6,"Internacional - RS","3","0","Chapecoense - SC","Beira-Rio - RS","21/05/2018","20:00"
7,"Fluminense - RJ","3","1","Chapecoense - SC","Maracanã - RJ","26/05/2018","16:00"
7,"Palmeiras - SP","2","3","Sport - PE","Allianz Parque - SP","26/05/2018","19:00"
7,"Atlético - MG","0","1","Flamengo - RJ","Independência - MG","26/05/2018","21:00"
7,"Paraná - PR","0","0","Athletico Paranaense - PR","Durival Britto - PR","27/05/2018","11:00"
7,"Santos - SP","0","1","Cruzeiro - MG","Pacaembu - SP","27/05/2018","16:00"
7,"Internacional - RS","2","1","Corinthians - SP","Beira-Rio - RS","27/05/2018","16:00"
7,"Botafogo - RJ","1","1","Vitória - BA","Nilton Santos - RJ","27/05/2018","16:00"
7,"Bahia - BA","3","0","Vasco da Gama - RJ","Arena Fonte Nova - BA","27/05/2018","16:00"
7,"Ceará - CE","0","1","Grêmio - RS","Arena Castelão - CE","27/05/2018","19:00"
7,"America Fc - MG","1","3","São Paulo - SP","Independência - MG","27/05/2018","19:00"
8,"Sport - PE","3","2","Atlético - MG","Ilha do Retiro - PE","30/05/2018","19:30"
8,"Vitória - BA","2","3","Internacional - RS","Manoel Barradas - BA","30/05/2018","19:30"
8,"Vasco da Gama - RJ","1","0","Paraná - PR","São Januário - RJ","30/05/2018","19:30"
8,"São Paulo - SP","3","2","Botafogo - RJ","Morumbi - SP","30/05/2018","21:00"
8,"Chapecoense - SC","2","0","Ceará - CE","Arena Condá - SC","30/05/2018","21:00"
8,"Grêmio - RS","0","0","Fluminense - RJ","Arena do Grêmio - RS","30/05/2018","21:45"
8,"Cruzeiro - MG","1","0","Palmeiras - SP","Mineirão - MG","30/05/2018","21:45"
8,"Flamengo - RJ","2","0","Bahia - BA","Maracanã - RJ","31/05/2018","16:00"
8,"Corinthians - SP","1","0","America Fc - MG","Arena Corinthians - SP","31/05/2018","18:00"
8,"Athletico Paranaense - PR","2","0","Santos - SP","Arena da Baixada - PR","31/05/2018","21:00"
9,"Atlético - MG","3","3","Chapecoense - SC","Independência - MG","02/06/2018","16:00"
9,"Internacional - RS","0","0","Sport - PE","Beira-Rio - RS","02/06/2018","16:00"
9,"Vasco da Gama - RJ","1","2","Botafogo - RJ","São Januário - RJ","02/06/2018","19:00"
9,"Palmeiras - SP","3","1","São Paulo - SP","Allianz Parque - SP","02/06/2018","21:00"
9,"America Fc - MG","3","1","Athletico Paranaense - PR","Independência - MG","03/06/2018","16:00"
9,"Bahia - BA","0","2","Grêmio - RS","Arena Fonte Nova - BA","03/06/2018","16:00"
9,"Flamengo - RJ","1","0","Corinthians - SP","Maracanã - RJ","03/06/2018","16:00"
9,"Santos - SP","5","2","Vitória - BA","Vila Belmiro - SP","03/06/2018","16:00"
9,"Ceará - CE","0","1","Cruzeiro - MG","Arena Castelão - CE","03/06/2018","19:00"
9,"Paraná - PR","2","1","Fluminense - RJ","Durival Britto - PR","04/06/2018","20:00"
10,"São Paulo - SP","0","0","Internacional - RS","Morumbi - SP","05/06/2018","21:30"
10,"Vitória - BA","1","0","Chapecoense - SC","Manoel Barradas - BA","06/06/2018","19:30"
10,"Botafogo - RJ","0","0","Ceará - CE","Nilton Santos - RJ","06/06/2018","19:30"
10,"Corinthians - SP","1","1","Santos - SP","Arena Corinthians - SP","06/06/2018","21:00"
10,"Sport - PE","1","0","Athletico Paranaense - PR","Ilha do Retiro - PE","06/06/2018","21:00"
10,"Cruzeiro - MG","1","1","Vasco da Gama - RJ","Mineirão - MG","06/06/2018","21:45"
10,"Grêmio - RS","0","2","Palmeiras - SP","Arena do Grêmio - RS","06/06/2018","21:45"
10,"Fluminense - RJ","0","2","Flamengo - RJ","Mané Garrincha - DF","07/06/2018","20:00"
10,"Paraná - PR","1","0","Bahia - BA","Durival Britto - PR","07/06/2018","20:00"
10,"America Fc - MG","1","3","Atlético - MG","Independência - MG","07/06/2018","21:00"
11,"Athletico Paranaense - PR","0","1","São Paulo - SP","Arena da Baixada - PR","09/06/2018","16:00"
11,"Chapecoense - SC","2","0","Cruzeiro - MG","Arena Condá - SC","09/06/2018","19:00"
11,"Vasco da Gama - RJ","3","2","Sport - PE","São Januário - RJ","09/06/2018","19:00"
11,"Corinthians - SP","0","0","Vitória - BA","Arena Corinthians - SP","09/06/2018","21:00"
11,"Grêmio - RS","1","0","America Fc - MG","Arena do Grêmio - RS","10/06/2018","16:00"
11,"Atlético - MG","5","2","Fluminense - RJ","Independência - MG","10/06/2018","16:00"
11,"Bahia - BA","3","3","Botafogo - RJ","Arena Fonte Nova - BA","10/06/2018","16:00"
11,"Ceará - CE","2","2","Palmeiras - SP","Arena Castelão - CE","10/06/2018","16:00"
11,"Flamengo - RJ","2","0","Paraná - PR","Maracanã - RJ","10/06/2018","19:00"
11,"Santos - SP","1","2","Internacional - RS","Vila Belmiro - SP","10/06/2018","19:00"
12,"São Paulo - SP","3","0","Vitória - BA","Morumbi - SP","12/06/2018","21:30"
12,"America Fc - MG","0","0","Chapecoense - SC","Independência - MG","13/06/2018","16:00"
12,"Fluminense - RJ","0","1","Santos - SP","Maracanã - RJ","13/06/2018","19:00"
12,"Sport - PE","0","0","Grêmio - RS","Ilha do Retiro - PE","13/06/2018","19:30"
12,"Paraná - PR","1","1","Cruzeiro - MG","Durival Britto - PR","13/06/2018","19:30"
12,"Botafogo - RJ","2","0","Athletico Paranaense - PR","Nilton Santos - RJ","13/06/2018","21:00"
12,"Palmeiras - SP","1","1","Flamengo - RJ","Allianz Parque - SP","13/06/2018","21:00"
12,"Atlético - MG","2","1","Ceará - CE","Independência - MG","13/06/2018","21:45"
12,"Bahia - BA","1","0","Corinthians - SP","Arena Fonte Nova - BA","13/06/2018","21:45"
12,"Internacional - RS","3","1","Vasco da Gama - RJ","Beira-Rio - RS","13/06/2018","21:45"
13,"Ceará - CE","1","0","Sport - PE","Presidente Vargas - CE","18/07/2018","19:30"
13,"Vitória - BA","1","0","Paraná - PR","Manoel Barradas - BA","18/07/2018","21:00"
13,"Grêmio - RS","2","0","Atlético - MG","Arena do Grêmio - RS","18/07/2018","21:45"
13,"Corinthians - SP","2","0","Botafogo - RJ","Arena Corinthians - SP","18/07/2018","21:45"
13,"Flamengo - RJ","0","1","São Paulo - SP","Maracanã - RJ","18/07/2018","21:45"
13,"Cruzeiro - MG","3","1","America Fc - MG","Mineirão - MG","19/07/2018","19:30"
13,"Chapecoense - SC","1","1","Bahia - BA","Arena Condá - SC","19/07/2018","19:30"
13,"Vasco da Gama - RJ","1","1","Fluminense - RJ","São Januário - RJ","19/07/2018","20:00"
13,"Santos - SP","1","1","Palmeiras - SP","Pacaembu - SP","19/07/2018","20:00"
13,"Athletico Paranaense - PR","2","2","Internacional - RS","Arena da Baixada - PR","19/07/2018","21:00"
14,"Flamengo - RJ","2","0","Botafogo - RJ","Maracanã - RJ","21/07/2018","19:00"
14,"São Paulo - SP","3","1","Corinthians - SP","Morumbi - SP","21/07/2018","21:00"
14,"Paraná - PR","1","0","America Fc - MG","Durival Britto - PR","22/07/2018","16:00"
14,"Bahia - BA","4","1","Vitória - BA","Arena Fonte Nova - BA","22/07/2018","16:00"
14,"Vasco da Gama - RJ","1","0","Grêmio - RS","São Januário - RJ","22/07/2018","16:00"
14,"Sport - PE","1","2","Fluminense - RJ","Ilha do Retiro - PE","22/07/2018","16:00"
14,"Palmeiras - SP","3","2","Atlético - MG","Allianz Parque - SP","22/07/2018","16:00"
14,"Cruzeiro - MG","2","1","Athletico Paranaense - PR","Mineirão - MG","22/07/2018","19:00"
14,"Chapecoense - SC","0","0","Santos - SP","Arena Condá - SC","22/07/2018","19:00"
14,"Internacional - RS","1","0","Ceará - CE","Beira-Rio - RS","23/07/2018","20:00"
15,"Fluminense - RJ","1","0","Palmeiras - SP","Maracanã - RJ","25/07/2018","19:30"
15,"Atlético - MG","2","0","Paraná - PR","Independência - MG","25/07/2018","21:00"
15,"Santos - SP","1","1","Flamengo - RJ","Vila Belmiro - SP","25/07/2018","21:45"
15,"Corinthians - SP","2","0","Cruzeiro - MG","Arena Corinthians - SP","25/07/2018","21:45"
15,"Vitória - BA","1","0","Sport - PE","Manoel Barradas - BA","26/07/2018","19:30"
15,"Botafogo - RJ","1","0","Chapecoense - SC","Nilton Santos - RJ","26/07/2018","19:30"
15,"Grêmio - RS","2","1","São Paulo - SP","Arena do Grêmio - RS","26/07/2018","19:30"
15,"America Fc - MG","2","1","Internacional - RS","Independência - MG","26/07/2018","20:00"
15,"Ceará - CE","0","2","Bahia - BA","Presidente Vargas - CE","29/08/2018","19:30"
15,"Athletico Paranaense - PR","1","0","Vasco da Gama - RJ","Arena da Baixada - PR","29/08/2018","19:30"
16,"Ceará - CE","1","0","Fluminense - RJ","Presidente Vargas - CE","28/07/2018","16:00"
16,"Palmeiras - SP","3","0","Paraná - PR","Allianz Parque - SP","29/07/2018","11:00"
16,"Vasco da Gama - RJ","1","4","Corinthians - SP","Mané Garrincha - DF","29/07/2018","11:00"
16,"Flamengo - RJ","4","1","Sport - PE","Maracanã - RJ","29/07/2018","16:00"
16,"Internacional - RS","3","0","Botafogo - RJ","Beira-Rio - RS","29/07/2018","16:00"
16,"Cruzeiro - MG","0","2","São Paulo - SP","Mineirão - MG","29/07/2018","16:00"
16,"Athletico Paranaense - PR","4","0","Vitória - BA","Arena da Baixada - PR","29/07/2018","16:00"
16,"Santos - SP","0","1","America Fc - MG","Vila Belmiro - SP","29/07/2018","19:00"
16,"Chapecoense - SC","1","1","Grêmio - RS","Arena Condá - SC","29/07/2018","19:00"
16,"Bahia - BA","2","2","Atlético - MG","Arena Fonte Nova - BA","30/07/2018","20:00"
17,"Botafogo - RJ","0","0","Santos - SP","Nilton Santos - RJ","04/08/2018","16:00"
17,"Grêmio - RS","2","0","Flamengo - RJ","Arena do Grêmio - RS","04/08/2018","19:00"
17,"Corinthians - SP","0","0","Athletico Paranaense - PR","Arena Corinthians - SP","04/08/2018","21:00"
17,"São Paulo - SP","2","1","Vasco da Gama - RJ","Morumbi - SP","05/08/2018","16:00"
17,"Paraná - PR","0","1","Ceará - CE","Durival Britto - PR","05/08/2018","16:00"
17,"America Fc - MG","0","0","Palmeiras - SP","Independência - MG","05/08/2018","16:00"
17,"Vitória - BA","1","1","Cruzeiro - MG","Manoel Barradas - BA","05/08/2018","16:00"
17,"Sport - PE","1","1","Chapecoense - SC","Ilha do Retiro - PE","05/08/2018","19:00"
17,"Fluminense - RJ","1","1","Bahia - BA","Maracanã - RJ","05/08/2018","19:00"
17,"Atlético - MG","0","1","Internacional - RS","Independência - MG","06/08/2018","20:00"
18,"Ceará - CE","0","0","Athletico Paranaense - PR","Presidente Vargas - CE","11/08/2018","16:00"
18,"Bahia - BA","1","0","America Fc - MG","Arena Fonte Nova - BA","11/08/2018","19:00"
18,"Atlético - MG","3","1","Santos - SP","Independência - MG","12/08/2018","11:00"
18,"Paraná - PR","1","1","Botafogo - RJ","Durival Britto - PR","12/08/2018","11:00"
18,"Sport - PE","1","3","São Paulo - SP","Ilha do Retiro - PE","12/08/2018","16:00"
18,"Chapecoense - SC","2","1","Corinthians - SP","Arena Condá - SC","12/08/2018","16:00"
18,"Flamengo - RJ","1","0","Cruzeiro - MG","Maracanã - RJ","12/08/2018","16:00"
18,"Grêmio - RS","4","0","Vitória - BA","Arena do Grêmio - RS","12/08/2018","19:00"
18,"Palmeiras - SP","1","0","Vasco da Gama - RJ","Allianz Parque - SP","12/08/2018","19:00"
18,"Fluminense - RJ","0","3","Internacional - RS","Maracanã - RJ","13/08/2018","20:00"
19,"Santos - SP","3","0","Sport - PE","Vila Belmiro - SP","18/08/2018","16:00"
19,"Corinthians - SP","0","1","Grêmio - RS","Arena Corinthians - SP","18/08/2018","19:00"
19,"Internacional - RS","1","0","Paraná - PR","Beira-Rio - RS","19/08/2018","11:00"
19,"Athletico Paranaense - PR","3","0","Flamengo - RJ","Arena da Baixada - PR","19/08/2018","11:00"
19,"Botafogo - RJ","0","3","Atlético - MG","Nilton Santos - RJ","19/08/2018","16:00"
19,"Cruzeiro - MG","1","1","Bahia - BA","Mineirão - MG","19/08/2018","16:00"
19,"Vitória - BA","0","3","Palmeiras - SP","Manoel Barradas - BA","19/08/2018","16:00"
19,"São Paulo - SP","2","0","Chapecoense - SC","Morumbi - SP","19/08/2018","19:00"
19,"America Fc - MG","0","0","Fluminense - RJ","Independência - MG","19/08/2018","19:00"
